Bahasa,Penilaian,Saran,Kategori,Tahun
id,2.0,bug fixes,UPH Mobile,2023
id,3.0,Kadang masi suka error dan sebenarnya hampir tidak ada gunanya karena segalanya di cek di opcs,UPH Mobile,2023
id,3.0,Sudah cukup baik UIUX nya,UPH Mobile,2023
id,3.0,Dipermudah masuk nya dengan sistem sidik jari,UPH Mobile,2023
id,2.0,"Banyak weird behavior saat menjalankan action request ke back end, tampilan kurang oke",UPH Mobile,2023
id,2.0,"masih sering keluar sendiri, coba perbaiki bug pada aplikasi",UPH Mobile,2023
id,3.0,Tidak ada,UPH Mobile,2023
id,2.0,"Kalau boleh pak/bu, untuk bagian KSM kadang terdapat salah info (Seperti pada bagian enrollment dan semesternya) di appsnya sehingga saya suka tanya kepada UPH Mobile service melalui email. Menurut saya, apabila di-fix maka UPH Mobile akan lebih baik pak/bu. Terima kasih pak/bu.",UPH Mobile,2023
id,4.0,UPH Mobile Application Sudah sangat baik,UPH Mobile,2023
id,2.0,pelan,UPH Mobile,2023
id,3.0,Jgn auto log out,UPH Mobile,2023
id,4.0,pengupdatean data mungkin data ditingkatkan seperti lebih sering mengupdate data mahasiswa pada UPH Mobile App.,UPH Mobile,2023
id,4.0,Sudah baik,UPH Mobile,2023
id,4.0,Tidak ada,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,2.0,"Based on my experience, it took me a long time to load and open the app. My suggestion would be to fix it so it would load more quickly. Thank you.",UPH Mobile,2023
id,2.0,Lebih tingkatkan lagi kecepatan dalam updatenya,UPH Mobile,2023
id,2.0,"Penggunaan daya terlalu banyak. Pada bagian Schedulu, bagian tersebut tidak terupdate dengan tepat. Banyak sekali bug terutama saat pertama kali login",UPH Mobile,2023
id,2.0,kadang nilai suka ga keluar mohon lebih ditingkatkan lagi,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,4.0,Penginputan poin SEP belum masuk sebagian besar,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,dengan tersedianya UPH mobile sangat menonolong karena kami diperlancar jalur belajar dan kumpul tugas mengetahui informasi dari dosen.,UPH Mobile,2023
id,2.0,"SEP sering error, jumlahnya naik turun.",UPH Mobile,2023
id,3.0,"saya sudah masukan pasword dengan benar, tapi di tolak malah salah input oleh aplikasi nya, padahal pw sudah benar",UPH Mobile,2023
id,2.0,diupdate kembali  dan di sinkronisasi dengan jadwal MK yang sedang diambil,UPH Mobile,2023
id,3.0,"Terkadang connect wifi tidak bisa connect dan sering error/bad request, dll.",UPH Mobile,2023
id,2.0,Semoga lebih terupdate,UPH Mobile,2023
id,2.0,semoga diberikan pengingat untuk jadwal perkuliahan yang akan datang,UPH Mobile,2023
id,2.0,-,UPH Mobile,2023
id,2.0,Terkait SEP point tidak keluar dengan cepat,UPH Mobile,2023
id,2.0,"Agar dapat diperbaiki lagi sistemnya karna sering kali terlogout sendiri, dan harus login lebih dari 1x baru bisa masuk ke aplikasi",UPH Mobile,2023
id,3.0,Tidak ada.,UPH Mobile,2023
id,1.0,Setiap membuka aplikasi harus log in ulang,UPH Mobile,2023
id,4.0,Sejauh ini sudah lebih baik. Terima kasih.,UPH Mobile,2023
id,1.0,untuk jadwal dan informasi kegiatan yg bisa diikuti,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,3.0,"untuk informasi yang detil pada siswa belum tercantum, seperti jadwal kelas, pembayaran semester",UPH Mobile,2023
id,2.0,UPH mobile calender akademik untuk tahun 2022/2023 blm ter update,UPH Mobile,2023
id,2.0,Saya pernah masukin sep points secara manual tapi tidak bisa karena hanya bisa secara otomatis,UPH Mobile,2023
id,4.0,sudah baik dan jaringannya kencang,UPH Mobile,2023
id,2.0,Kalender akademik tolong di update,UPH Mobile,2023
id,3.0,sistem notifikasi,UPH Mobile,2023
id,4.0,Tudak,UPH Mobile,2023
id,3.0,Menurut saya harus bs lebih update,UPH Mobile,2023
id,1.0,UPH Mobile tidak se akurat OPCS seperti jadwal kelas dan mata kuliah tidak lengkap di UPH Mobile,UPH Mobile,2023
id,3.0,sudah baik dan canggih,UPH Mobile,2023
id,4.0,lebih banyak reminder mengenai seminar atau jadwal kelas,UPH Mobile,2023
id,4.0,Tidak ada,UPH Mobile,2023
id,2.0,Saya kurang lihat manfaat nya karena ad di opcs lalu learn uph aku tidak tau fungsi sebenarnya,UPH Mobile,2023
id,2.0,Tidak ada saran untuk ini,UPH Mobile,2023
en,1.0,UPH mobile has been pretty useless so far.,UPH Mobile,2023
id,3.0,uph mobile kurang update soal kelas dan nilai serta kalender mahasiswa,UPH Mobile,2023
id,3.0,"Navigasi lebih jelas, tutorial mungkin akan membantu",UPH Mobile,2023
id,2.0,lebih update,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,Sudah baik,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,1.0,lebih meminimalisir error pada system,UPH Mobile,2023
id,2.0,Baik,UPH Mobile,2023
id,3.0,Sudah baik,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,2.0,"banyak informasi yang belum terupdate, untuk SEP tidak terupdate sesuai dengan kegiatan yang telah diikuti",UPH Mobile,2023
id,4.0,0,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,1.0,Tidak relevan untuk anak scholarship.,UPH Mobile,2023
id,4.0,0,UPH Mobile,2023
id,2.0,Sudah baik,UPH Mobile,2023
id,4.0,Tidak ada,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,2.0,Cukup baik,UPH Mobile,2023
id,3.0,Cukup baik,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,1.0,Tidak relevan,UPH Mobile,2023
id,2.0,Memberikan update yang lebih terhadap aktivitas kemahasiswaan,UPH Mobile,2023
id,1.0,Saya sebelumnya sudah install app tersebut tetapi karena saya kurang terpapar dengan fitur yang tersedia di app UPH mobile saya memutuskan untuk uninstall. Saran saya mungkin pihak kampus boleh memberikan pengarahan atau video edukasi cara mengoperasikan app tersebut dan apa kelebihan dan manfaat jika menggunakan app tersebut,UPH Mobile,2023
id,4.0,"sudah sangat baik, jarang ada kendala dan sangat membantu saya untuk update dengan pembayaran dan jadwal",UPH Mobile,2023
id,3.0,Tidak ada,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,1.0,Lama updatenya,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,1.0,Suka error dan meminta password ulang,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,3.0,Memperjelas Point SEP,UPH Mobile,2023
id,2.0,-,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,3.0,Terkadang nilainya lama muncul di UPH Mobile application.,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,3.0,Aplikasi ini membantu saya untuk mengetahui jadwal dan kegiatan saya selama di UPH.,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,tidak ada,UPH Mobile,2023
id,3.0,Aman,UPH Mobile,2023
id,2.0,Program SEP tidak konsisten,UPH Mobile,2023
id,3.0,Tidak. Karena tidak terlalu sering digunakan.,UPH Mobile,2023
id,4.0,sudah cukup bagus.,UPH Mobile,2023
id,4.0,Perbanyak info-info yang menarik dan edukatif.,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,3.0,Sudah baik,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,4.0,Semua berjalan dengan baik.,UPH Mobile,2023
id,4.0,UPH Mobile Application sudah baik.,UPH Mobile,2023
id,4.0,cukup,UPH Mobile,2023
id,1.0,"Calendar di update, masa masih 2020???",UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,Tidak ada,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,2.0,minimal kalo sudah masuk di akun tidak login kembali,UPH Mobile,2023
id,3.0,Sudah sangat baik,UPH Mobile,2023
id,3.0,Untuk segala hal bisa lebih dipercepat updatenya,UPH Mobile,2023
id,3.0,lebih bagus lagi apabila dosen memberikan tugas ada notifikasinya di UPH Mobile,UPH Mobile,2023
id,1.0,Banyak errornya,UPH Mobile,2023
id,4.0,"Sudah sangat baik, terima kasih.",UPH Mobile,2023
id,1.0,sering auto log out,UPH Mobile,2023
id,3.0,.,UPH Mobile,2023
id,3.0,Tidak.,UPH Mobile,2023
id,4.0,Layanannya terus ditingkatkan untuk kebaikan dan kemudahan,UPH Mobile,2023
id,3.0,Good,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,1.0,Mohon di permudah,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
en,2.0,the logout is too fast,UPH Mobile,2023
id,1.0,"Waktu yang dibutuhkan untuk memasuki aplikasi terlalu lama karena uph mobile tidak mengingat login setelah beberapa waktu, sehingga saya malas menggunakan aplikasi ini.",UPH Mobile,2023
id,4.0,tidak ada,UPH Mobile,2023
id,2.0,"Nilai yang sudah ada tidak segera ter-update di Aplikasi, padahal dengan aplikasi ini seharusnya mahasiswa lebih mudah untuk mengakses informasi terkait perkuliahan termasuk dengan nilai",UPH Mobile,2023
id,3.0,Kurang akurat,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,2.0,Mantap,UPH Mobile,2023
id,3.0,Tidak ada sampe tidak bisa berkata-kata,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,mungkin boleh ditambah tempat untuk minta transkrip,UPH Mobile,2023
id,3.0,tidak ada,UPH Mobile,2023
id,3.0,Server aplikasi UPH mobile harus ditingkatkan jadi lebih stabil karena terkadang halaman situsnya tidak berfungsi atau loading lama.,UPH Mobile,2023
id,3.0,Terkadang error,UPH Mobile,2023
id,2.0,"Hai, saya kerja di bisang perbankan tepatny di PT. Bank Digital BCA. Jika ingin kerja sama agar aplikasi blu bisa terkoneksi dengan blu bisa kontak saya yaa.

Erga, s2 Ilmu komunikasi 2019",UPH Mobile,2023
id,2.0,"Terkadang masih suka ada error, seperti tidak bisa download KSM meskipun tidak ada tagihan",UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,3.0,Baik,UPH Mobile,2023
id,1.0,"- SEP diupdate 1 tahun setelah diklaim.
- courses dan timetable tidak diupdate. (Misalnya ada 8 matkul semester ini, di app hanya tampilkan hanya 3 matkul)
- exam schedule juga tidak bisa dilihat pas masa ujian
- dll.",UPH Mobile,2023
id,1.0,tidak ad saran,UPH Mobile,2023
id,2.0,Tidak ada,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,2.0,lebih update informasi yg ada di uph mobile kurang update,UPH Mobile,2023
id,4.0,sudah bagus,UPH Mobile,2023
id,4.0,"1. Pembaharuan untuk kalender tahunan.
2. Mencantumkan lapangan WO untuk mahasiswa.
3. Mencantumkan event-event UPH yang terbaru.",UPH Mobile,2023
id,3.0,sudah baik,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,"Sistem logout otomatis ketika menutup akun beberapa waktu terkadang sangat mengganggu, saya lebih menyarankan untuk login permanen agar tidak menyulitkan ketika ingin membuka UPH mobile dengan cepat",UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,Tidak ada,UPH Mobile,2023
id,2.0,-,UPH Mobile,2023
id,3.0,"Pendaftaran sep poin kurang lengkap pilihannya, dan informasi poin tersebut asal nya darimana juga tidak lengkap dijabarkan",UPH Mobile,2023
id,3.0,"Nilai di UPH Mobile dengan nilai di OPCS kurang akurat dan sesuai. Alangkah baiknya disesuaikan walaupun hanya sedikit sekali ketidakakuratannya
Contohnya : Nilai IPK di UPH Mobile 3,46. Sedangkan nilai di OPCS adalah 3,44",UPH Mobile,2023
id,4.0,Tidak ada,UPH Mobile,2023
id,4.0,baik,UPH Mobile,2023
id,1.0,-,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,4.0,tidak ada,UPH Mobile,2023
id,3.0,Puas,UPH Mobile,2023
id,3.0,"Baik, sangat berguna untuk mengetahui informasi yang diberikan",UPH Mobile,2023
id,3.0,Tidak ada,UPH Mobile,2023
id,3.0,Tidak ada sudah baik,UPH Mobile,2023
id,1.0,"Untuk Point SEP selalu bermasalah, terkadang point kita bisa tinggi, terkadang juga bisa sangat rendah.",UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,2.0,Uph mobile bagi saya cukup memuaskan,UPH Mobile,2023
id,2.0,-,UPH Mobile,2023
id,4.0,Bagus,UPH Mobile,2023
id,4.0,"Sudah baik, hanya SEP untuk berberapa event dan seminar lama masuk",UPH Mobile,2023
id,1.0,"Kalau aplikasi uph tidak se up to date opcs lalu untuk apa di buat, mnrt saya useless/ lebih tepatnya kurang berguna",UPH Mobile,2023
id,3.0,Oenggunaan fitur submit sep masih sulit digunakan dan kurang berfungsi,UPH Mobile,2023
id,4.0,puas dengan apknya,UPH Mobile,2023
id,3.0,Belum ada,UPH Mobile,2023
id,4.0,Smoga Point sep cpt kluar:(,UPH Mobile,2023
id,3.0,Tidak ada,UPH Mobile,2023
id,1.0,Sering error,UPH Mobile,2023
id,4.0,tidak,UPH Mobile,2023
id,3.0,untuk nilai ipk yang tercantum di UPH Mobile kadang tidak sesuai dengan yang ada di opcs,UPH Mobile,2023
id,2.0,"Kurang lengkap, mohon lebih dilengkapi",UPH Mobile,2023
id,4.0,Tidak ada,UPH Mobile,2023
id,1.0,-,UPH Mobile,2023
id,1.0,Tolong ditingkatkan lagi karena kadang banyak yang error saat membuka,UPH Mobile,2023
id,2.0,Tidak ada.,UPH Mobile,2023
id,3.0,Lebih sering di perbarui aja sih mungkin jika ada inovasi atau vitur terbaru,UPH Mobile,2023
id,4.0,Untuk melihat nilai ipk tidak sesuai di OPCS,UPH Mobile,2023
id,2.0,Tidak ada,UPH Mobile,2023
id,3.0,Lebih proper sehingga data yang ada tidak ada perbedaan misalnya dengan data di OPCS serta untuk SEP lebih update dan tidak berubah-ubah angkanya. Tanggal maksimum pembayaran UKT juga disesuaikan dengan data finance.,UPH Mobile,2023
id,3.0,Lebih ditingkatkan lagi,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,4.0,UPH Mobile Application berjalan dengan baik,UPH Mobile,2023
id,4.0,Tidak ada,UPH Mobile,2023
id,3.0,Tidak ada,UPH Mobile,2023
id,3.0,Di bagian informasi nilai akademik sebaiknya juga dituliskan nama dosen pengampu yang mengajar.,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,"Wifi uph kadang tidak baik, kadang baik",UPH Mobile,2023
id,3.0,Sudah bagus,UPH Mobile,2023
id,2.0,sep saya masih saja 0 padahal saya telah mengikuti banyak kegiatan :(,UPH Mobile,2023
id,1.0,Banyak bug,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,4.0,sangat bagoess,UPH Mobile,2023
id,1.0,"Kadang kurang pasti dan lamban updatenya, login yang diperlukan terlalu sering dan merepotkan.",UPH Mobile,2023
id,3.0,Sudah cukup,UPH Mobile,2023
id,1.0,semoga kedepan tidak ada lagi login 2 kali,UPH Mobile,2023
id,2.0,"Aplikasi uph mobile kurang update mengenai mata kuliah, nilai (ips & ipk), serta sep. Sebaiknya setiap semester dilakukan update secara berkala",UPH Mobile,2023
id,2.0,-,UPH Mobile,2023
id,2.0,SEP dan IPK kurang update dan relevan,UPH Mobile,2023
id,1.0,"tidak update, masukin kegiatan eksternal seperti seminar luar kampus utk memperoleh SEP prosesnya sangat lama, dan poin SEP saya ada yg tidak muncul",UPH Mobile,2023
id,2.0,Dapat lebih memperbaiki bagian history SEP,UPH Mobile,2023
id,3.0,Tidak ada,UPH Mobile,2023
id,2.0,KADANG EROR,UPH Mobile,2023
id,3.0,Tidak ada saran,UPH Mobile,2023
id,4.0,"Kalender Akademik UPHSC belum diubah, mohon segera diupdate ke academic year yang saat ini 2022/2023",UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,1.0,Kuran aksesibilitas ke semua layanan yang fi sediakan,UPH Mobile,2023
id,2.0,.,UPH Mobile,2023
id,3.0,Sep point instruction is unclear,UPH Mobile,2023
id,2.0,Memperbarui aplikasi agar lebih cepat mengaksesnya,UPH Mobile,2023
id,1.0,Sering gagal masuk akun sehingga lebih suka mengecek nilai pada OPCS dibanding UPH Mobile,UPH Mobile,2023
id,3.0,Tidak ada,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,4.0,cukup baik,UPH Mobile,2023
id,2.0,Cukup memuaskan membantu mahasiswa melihat ipk,UPH Mobile,2023
id,2.0,apakah bisa pakai web saja? agar lebih mudah untuk upload berkas SEP,UPH Mobile,2023
id,4.0,Sudah sangat bagus,UPH Mobile,2023
id,2.0,sudah ok,UPH Mobile,2023
id,2.0,0,UPH Mobile,2023
id,3.0,Tidak ada,UPH Mobile,2023
id,1.0,Jadwal tidak sinkron,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,2.0,-,UPH Mobile,2023
id,2.0,-,UPH Mobile,2023
id,1.0,Aplikasi sering error dan lemot,UPH Mobile,2023
id,3.0,SEP Point cepat diperbaiki dikarenakan ingin melihat akumulasi SEP Point nya berapa.,UPH Mobile,2023
id,3.0,no,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,Bagus,UPH Mobile,2023
id,3.0,Tidak ada,UPH Mobile,2023
id,2.0,-,UPH Mobile,2023
id,2.0,-,UPH Mobile,2023
id,4.0,0,UPH Mobile,2023
id,4.0,tidak ada,UPH Mobile,2023
id,2.0,Semoga sistem pengajuan klaim SEP dapat lebih ditingkatkan lagi,UPH Mobile,2023
id,3.0,Mungkin dapat disesuaikan untuk fakultas kedokteran juga,UPH Mobile,2023
id,3.0,baik,UPH Mobile,2023
id,2.0,Perlu di update fitur nya,UPH Mobile,2023
id,3.0,Kurang lengkap pilihan nya,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,4.0,sudah bagus tetap pertahankan,UPH Mobile,2023
id,1.0,"Saya bingung mengenai cara mendapatkab sep point setelah mengikuti seminar di uph apps. Sama hal-hal seperti jadwal pelajaran atau pengumuman workshop, seminar, acara, dll itu lbh mudah menggunakan moodle serta whatsapps sehingga UPH apps seems superfluous",UPH Mobile,2023
id,3.0,Cukup,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,2.0,Sering error untuk melihat sep,UPH Mobile,2023
id,3.0,lebih fast response,UPH Mobile,2023
id,3.0,Tidak ada,UPH Mobile,2023
id,4.0,sudah bagus sekali,UPH Mobile,2023
id,2.0,UPH Mobile Application sering ke log-out sendiri.,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,2.0,-,UPH Mobile,2023
id,1.0,"1. Memberikan tutorial untuk mendaftarkan sertifikat. 
2. Sulit untuk menginput sertifikat untuk mendapatkan SEP. 
3. Sering ke log-out",UPH Mobile,2023
id,3.0,"Untuk poin sep, saat ingin mengumpulkan poin sep datenya tidak tersedia padahal seminarnya dilakukan pada tanggal itu",UPH Mobile,2023
id,3.0,UPH mobile lebih baik jika menyimpan data login,UPH Mobile,2023
id,3.0,Disediakan tutorial penggunaan UPH Mobile tersebut. Agar mahasiswa bisa paham dan mengerti saat menggunakannya,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,2.0,-,UPH Mobile,2023
id,4.0,Tidak ada,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,tidak ada,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,Sejauh ini msh belum ada,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,2.0,saat mengupload SEP point nya pending terus kenapa ya,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,"mengupdate KSM jauh-jauh hari sebelum UTS/UAS, jangan terlalu mepet.",UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,"Calendernya gk di update update, jdi gak bisa melihat jadwal calender yang semestinya",UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,2.0,Semoga makin baik,UPH Mobile,2023
id,3.0,Belum ada,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,2.0,baik,UPH Mobile,2023
id,4.0,sudah baik,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,3.0,Sudah cukup baik,UPH Mobile,2023
id,4.0,.,UPH Mobile,2023
id,4.0,Bagus dan keren,UPH Mobile,2023
id,4.0,Baik,UPH Mobile,2023
id,2.0,"Pendingan SEP tolong di proses, karna sudah makan waktu berbulan-bulan tidak diproses",UPH Mobile,2023
id,3.0,"Aplikasinya harus log in beberapa kali, sebaiknya banyak informasi seputar fakultas lain dapat di masukkan sehingga tidak hanya tahu dari flyer atau IG",UPH Mobile,2023
id,3.0,mungkin bisa presensi melalui mobile UPH juga,UPH Mobile,2023
id,2.0,-,UPH Mobile,2023
id,4.0,Sudah sangat baik,UPH Mobile,2023
id,3.0,.,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,3.0,Semakin ditingkatkan,UPH Mobile,2023
id,1.0,memudahkan mengakses GPA dari semua semester,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,1.0,Update Terus Yaa 🫡🫡🫡,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,2.0,-,UPH Mobile,2023
id,3.0,Pada menu untuk memasukan student poin itu cukup membingungkan bagi pengguna awam. Semoga UI nya bisa dibuat lebih clear,UPH Mobile,2023
id,4.0,Sudah Baik,UPH Mobile,2023
id,2.0,Terkadang kurang cepat terupdate (delay) dan bisa berubah-ubah (contoh SEP),UPH Mobile,2023
id,4.0,sudah baik,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,1.0,Appnya semoga bisa lebih reliable dan schedulingnya sesuai jadwal asli.,UPH Mobile,2023
id,3.0,okey,UPH Mobile,2023
en,1.0,meh,UPH Mobile,2023
id,2.0,N/a,UPH Mobile,2023
id,2.0,"Perlu aplikasi yang lebih integratif dan user-friendly. Agak menyulitkan jika perlu ke opcs, moodle dan UPH mobile. Jika OPCS dan UPH Mobile terintegrasi akan lebih baik.",UPH Mobile,2023
id,2.0,SEP point tidak tersubmit dengan benar,UPH Mobile,2023
id,2.0,"Saya setiap kali submit Sertifikat dari kegiatan dari luar UPH untuk mendapat SEP, maka lama sekalian approvalnya bahkan data saya hingga hilang.
.
Saya merasa sia-sia submit semua kegiatan yang terkait SEP di UPH Mobile.",UPH Mobile,2023
id,3.0,Tidak ada aplikasi pengingat atau notifikasi,UPH Mobile,2023
id,4.0,"Kualitasnya baik tapi kurang update, dan tidak bisa dijadikan satu aplikasi utk semuanya, seperti melihat nilai, poin SEP, jadwal kuliah dan ujian, tidak update",UPH Mobile,2023
id,1.0,Kalau bisa setiap semester atau per bulan di upgrade apabila ada yang terbaru.Terima kasih,UPH Mobile,2023
id,3.0,Masih bingung untuk input poin SKKM,UPH Mobile,2023
id,4.0,0,UPH Mobile,2023
id,3.0,0,UPH Mobile,2023
id,1.0,Mata kuliah yang ter daftar di OPCS tidak masuk di UPH Mobile,UPH Mobile,2023
id,4.0,Tidak ada,UPH Mobile,2023
id,1.0,Acara dapat lebih sering diperbarui,UPH Mobile,2023
id,4.0,_,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,2.0,Kalau bisa nilai IPK dan poin SEP lebih cepat masuk UPH Mobile.,UPH Mobile,2023
id,3.0,lebih banyak digunakan,UPH Mobile,2023
id,2.0,Update yang lebih cepat,UPH Mobile,2023
id,2.0,-,UPH Mobile,2023
id,3.0,"cukup baik, tingkatkan lagi fiturnya",UPH Mobile,2023
id,1.0,calender academic tdk pernah di update,UPH Mobile,2023
id,3.0,Yh,UPH Mobile,2023
id,2.0,Saran saya adalah mungkin harus agar lebih ter-update. Terima kasih.,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,3.0,Tidak ada,UPH Mobile,2023
id,4.0,Sudah baik,UPH Mobile,2023
id,2.0,Harus load 2 kali supaya bisa masuk akun.,UPH Mobile,2023
id,4.0,Tidakada,UPH Mobile,2023
id,1.0,"tidak update, aplikasi terkadang lemot",UPH Mobile,2023
id,2.0,tidak ada,UPH Mobile,2023
id,2.0,Akun kadang suka keluar sendiri. Informasi pembayaran beda dengan yg ada di opcs,UPH Mobile,2023
id,4.0,sudah baik,UPH Mobile,2023
id,2.0,"Diupdate hal2 yg diperlukan (contoh kalender akademik, dsb)",UPH Mobile,2023
id,4.0,Baik,UPH Mobile,2023
id,3.0,sudah baik,UPH Mobile,2023
id,3.0,0,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,1.0,Tidak ada fitur absen,UPH Mobile,2023
id,2.0,Baik,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,1.0,G,UPH Mobile,2023
id,1.0,"sering terlog out dan ketika di log in masih tidak bisa masuk sehingga harus dipaksa tekan log in terus menerus. belum ada video tutorial cara penggunaan UPHmobile sehingga kegunaannya masih kurang diketahui oleh banyak mahasiswa/i. Proses masuk SEP poin juga sangat lambat, ada banyak event yg sudah saya handle namun masih belum mendapatkan poin sama sekali, padahal sudah dapat e-certi. bahkan poin LDK juga masih dipending",UPH Mobile,2023
id,1.0,Kurang efektif,UPH Mobile,2023
id,2.0,saya harus login setiap kali membuka aplikasi,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,2.0,Lebih diupeate kembali,UPH Mobile,2023
id,2.0,aplikasi terkadang susah di pakai,UPH Mobile,2023
id,3.0,Sudah bagus,UPH Mobile,2023
id,2.0,"suka telat updatenya apalagi kalau nilai, gak lebih update dari opcs padahal opcs susah diakses",UPH Mobile,2023
id,2.0,Jika memberikan informasi tidak telat,UPH Mobile,2023
id,3.0,Cukup baik,UPH Mobile,2023
id,2.0,"Mungkin lebih cepat saja dalam pengupdatean informasi"" yang tertera dan dibutuhkan sehingga sama dengan OPCS.",UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,4.0,sudah baik,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,Sudah baik,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,3.0,"Tidak ad masalah di dalam aplikasi UPH / wifi nya ,
Saya rasa sudah cukup baik dan pertahankan kualitasny",UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,4.0,-,UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,2.0,lebih ditingkatkan,UPH Mobile,2023
id,3.0,sudah baik,UPH Mobile,2023
id,3.0,Good,UPH Mobile,2023
id,4.0,Tidak ada,UPH Mobile,2023
id,3.0,tidak ada,UPH Mobile,2023
id,2.0,jika ada reminder tolong dimunculkan di layar handphone kami. seperti reminder untuk pembayaran,UPH Mobile,2023
id,2.0,mohon lebih update,UPH Mobile,2023
id,1.0,"Aplikasinya hanya dipakai untuk dowload ksm dan booking kelas, mungkin fitur lainnya bisa diperbaiki lagi dan himbauan utk menggunakan aplikasi uph mobile dgn aktif",UPH Mobile,2023
id,3.0,-,UPH Mobile,2023
id,2.0,Kurang cepat update,UPH Mobile,2023
id,2.0,"Update dengan cepat dan akurat, jika bisa semua kegiatan disampaikan melalui UPH mobile",UPH Mobile,2023
